"rain","temp","ssta_b","ssta_b_l","ssta_m","ssta_m_l"
-0.000531493865937504,-0.00589145154841687,0.0571905057965117,0.353227407659381,0.342211095608709,-0.802937653614917
-0.155373373475754,2.40535183950401,0.353227407659381,-1.20786657773036,-0.802937653614917,-1.15860184823742
1.05643264086194,0.232642840411471,-1.20786657773036,0.815895058708364,-1.15860184823742,-0.00683623180281552
0.0802555737565753,0.450160826256937,0.815895058708364,-0.731855100643614,-0.00683623180281552,0.276625487979829
-0.592969989764365,-0.202595050969269,-0.731855100643614,-0.673044247989692,0.276625487979829,-0.92465521032211
0.24856196463681,-0.55332955216544,-0.673044247989692,-0.815838780380465,-0.92465521032211,-1.84279540698929
-1.06422788422902,1.93322101601637,-0.815838780380465,1.66170204869478,-1.84279540698929,0.130865042670551
0.48419091186914,1.85367192663181,1.66170204869478,0.473455503028025,0.130865042670551,-0.671434320022231
-0.895921493348788,-0.00608423115013826,0.473455503028025,-0.657717783358669,-0.671434320022231,-0.0753245941068674
3.85031872947384,1.32784710693483,-0.657717783358669,-2.19526515084872,-0.0753245941068674,-0.244937813357329
-0.0543895389476128,-0.350669372902844,-2.19526515084872,0.0189634515714621,-0.244937813357329,-0.801338317086584
0.147578130108669,1.37324024313747,0.0189634515714621,-0.866362649251335,-0.801338317086584,-0.168983998670888
0.3125183931713,-0.641762610159346,-0.866362649251335,-1.32575560509572,-0.168983998670888,-0.316394244235588
-0.842063448267113,-0.720561208663614,-1.32575560509572,0.291476012372762,-0.316394244235588,-0.380753955415419
-0.693953824292506,0.136295474696312,0.291476012372762,-0.896525488074597,-0.380753955415419,0.184339413411477
0.888126249981704,-1.46983220707686,-0.896525488074597,0.685486448315916,0.184339413411477,0.695544701654148
-0.458324877060177,0.283740884362836,0.685486448315916,1.15365647838214,0.695544701654148,-0.796773544514425
1.69599692620683,-0.28166020027738,1.15365647838214,-2.03496102369053,-0.796773544514425,-0.328472462493555
1.35938414444636,0.569829673363178,-2.03496102369053,1.1999700248471,-0.328472462493555,0.652488185537535
-0.808402170091066,-0.948999425963841,1.1999700248471,-0.729293264259068,0.652488185537535,0.439623585083512
0.403403844246627,-1.38519984346405,-0.729293264259068,-0.22951240089136,0.439623585083512,-0.184672916954692
-0.697319952110111,-1.34080669657085,-0.22951240089136,0.872700995930902,-0.184672916954692,0.356103096771273
-0.508816794324248,-0.401970913256378,0.872700995930902,-1.0974625679755,0.356103096771273,1.25925352738358
-0.263089463639104,-1.73994627776925,-1.0974625679755,0.396734072520408,1.25925352738358,0.506125240311594
-1.06759401204663,-0.679622839633197,0.396734072520408,-0.45936481668044,0.506125240311594,-1.15590669350963
0.544781212586024,-0.757924677863206,-0.45936481668044,1.4019986698162,-1.15590669350963,0.332847504768249
0.0533265512157378,0.114990762613849,1.4019986698162,-0.691667684663434,0.332847504768249,0.250962680109452
0.0667910624861568,-0.937146153749161,-0.691667684663434,0.586488179681813,0.250962680109452,0.154668220521386
0.285589370630462,1.05420357831701,0.586488179681813,2.03408167481711,0.154668220521386,-0.202303253922646
-0.000531493865937504,-0.00589145154841687,2.03408167481711,0.25732561952486,-0.202303253922646,-0.0269698990638061
-1.04066498950579,-0.479135715373942,0.25732561952486,0.373343392487598,-0.0269698990638061,-0.44887526258537
-1.04066498950579,0.922889936564819,0.373343392487598,1.11039485874051,-0.44887526258537,0.703564591300823
-0.643461907028436,0.939993814272037,1.11039485874051,0.796246887480803,0.703564591300823,1.83355251633259
-0.778107019732624,-1.47499383444986,0.796246887480803,0.875775199592358,1.83355251633259,-1.34291531189352
1.90133072308072,0.191285361088335,0.875775199592358,0.342467694844288,-1.34291531189352,1.94238065243127
-0.249624952368686,0.441998086364234,0.342467694844288,-0.016813150459674,1.94238065243127,0.618747854824809
-0.421297471066525,0.72472571355697,-0.016813150459674,-1.12927389282012,0.618747854824809,0.864146724478055
-1.10125529022268,-0.57206536953703,-1.12927389282012,0,0.864146724478055,0.289647564135825
